grade,support,sensitivityGrade,specificityGrade,precisionGrade,f1Grade
0,361,0.994459833795014,0.994623655913978,0.994459833795014,0.994459833795014
1,74,0.621621621621622,0.971168437025797,0.707692307692308,0.661870503597122
2,200,0.695,0.923076923076923,0.772222222222222,0.731578947368421
3,39,0.615384615384615,0.9164265129683,0.292682926829268,0.396694214876033
4,59,0.593220338983051,0.985163204747775,0.777777777777778,0.673076923076923
