idCode,variant,inputMeanAbsDifference,inputMaxAbsDifference,scoreAbsDifference,maxProbabilityAbsDifference,referableHeadAbsDifference,gradeMatch
0fffa73e2402,box_replicate_float,0.0364242382347584,2.17979669570923,0.100453106346808,0.0339698100508749,0.0218403022703882,1
0fffa73e2402,box_replicate_uint8,0.0286623518913984,2.19196844100952,0.0575373045241787,0.0252244323956951,0.000770494509138464,1
0fffa73e2402,box_symmetric_float,0.0289830639958382,0.58515453338623,0.064379201330288,0.026449795470242,0.00586800969606949,1
0fffa73e2402,box_symmetric_uint8,0.0208394899964333,0.616491258144379,0.0178523312364833,0.0238603245809176,0.0379159869191634,1
0fffa73e2402,bilinear_replicate_float,0.0386816412210464,2.14946818351746,0.024858824564044,0.0851178664739146,0.110291266757516,1
0fffa73e2402,bilinear_replicate_uint8,0.027241749688983,2.12346959114075,0.165955711592453,0.123233707065693,0.179737491797611,1
0fffa73e2402,bilinear_symmetric_float,0.0313509553670883,0.383179426193237,0.0786781760431134,0.0863356340718386,0.13816148705964,1
0fffa73e2402,bilinear_symmetric_uint8,0.0194599460810423,0.35014009475708,0.191596830432733,0.12096036458749,0.192017296205235,1
0fffa73e2402,bicubic_replicate_float,0.035882905125618,2.24200034141541,0.0114456423495428,0.0554711595023791,0.0451781399397031,1
0fffa73e2402,bicubic_replicate_uint8,0.023589788004756,2.26046752929688,0.107156401481179,0.0906926185008685,0.121708889791755,1
0fffa73e2402,bicubic_symmetric_float,0.0284272264689207,0.419028967618942,0.0550599671871841,0.0635503870420898,0.0771504457210513,1
0fffa73e2402,bicubic_symmetric_uint8,0.0156420152634382,0.410994082689285,0.177743217824233,0.102813132494539,0.160007560403875,1
17eff993386f,box_replicate_float,0.0322774648666382,2.63991022109985,0.0574360276429875,0.035252877707417,0.050977438408481,0
17eff993386f,box_replicate_uint8,0.024160435423255,2.67146158218384,0.024643682914576,0.0180185829359539,0.0295329796311761,1
17eff993386f,box_symmetric_float,0.0275936778634787,0.822174668312073,0.0679127420444823,0.0404714058680629,0.0635403833431538,0
17eff993386f,box_symmetric_uint8,0.0191668458282948,0.821988224983215,0.00807713476062943,0.00412133420714345,0.00860857299063744,1
17eff993386f,bilinear_replicate_float,0.0344760082662106,2.51474237442017,0.0695246464843069,0.0545701783912306,0.0972924065024476,0
17eff993386f,bilinear_replicate_uint8,0.0233375579118729,2.53446340560913,0.0699573362275347,0.0577229882111837,0.102058869618224,0
17eff993386f,bilinear_symmetric_float,0.029876297339797,0.523947715759277,0.0913925700548157,0.0676297132371637,0.124428197392247,0
17eff993386f,bilinear_symmetric_uint8,0.0183337889611721,0.490196228027344,0.114306803561579,0.0861869372397791,0.156296138707082,0
17eff993386f,bicubic_replicate_float,0.0314330346882343,2.51345157623291,0.0807457628346737,0.0639345641161313,0.113119231138403,0
17eff993386f,bicubic_replicate_uint8,0.0194332469254732,2.53446364402771,0.0927027483357068,0.0763559961684083,0.137124617434678,0
17eff993386f,bicubic_symmetric_float,0.0267453249543905,0.409419417381287,0.118147447637952,0.0878672860371272,0.159457698420172,0
17eff993386f,bicubic_symmetric_uint8,0.0143220536410809,0.418300628662109,0.136443189822181,0.103811872444864,0.189320986372279,0
274f5029189b,box_replicate_float,0.0350263379514217,2.22245097160339,0.194684932478483,0.120100773757298,0.240369497486711,0
274f5029189b,box_replicate_uint8,0.0262553691864014,2.19196844100952,0.1027677001656,0.0564019845203483,0.123525915056533,0
274f5029189b,box_symmetric_float,0.028195908293128,0.751971900463104,0.197385799592869,0.121983348569493,0.243471989865047,0
